"region_code","region_name","latitude","longitude","division","country","date","period","population","revenue","volume","customers","channelCosts","margin","revenueVsPotential","ownStores","indirectStores","EEStores","o2Stores","salesVsPotential","VFcustomerShare","digitalPropensity","acqMarketShare","networkSpeed","networkLatency","channelRevenueOnline","channelRevenueOnlinefixed","channelRevenueOnlinepostpayAcq","channelRevenueOnlinepostpayRenewal","channelRevenueOnlineprepay","channelRevenueTelesales","channelRevenueTelesalesfixed","channelRevenueTelesalespostpayAcq","channelRevenueTelesalespostpayRenewal","channelRevenueTelesalesprepay","channelRevenueRetail","channelRevenueRetailfixed","channelRevenueRetailpostpayAcq","channelRevenueRetailpostpayRenewal","channelRevenueRetailprepay","channelRevenueIndirect","channelRevenueIndirectfixed","channelRevenueIndirectpostpayAcq","channelRevenueIndirectpostpayRenewal","channelRevenueIndirectprepay","channelVolumeOnline","channelVolumeOnlinefixed","channelVolumeOnlinepostpayAcq","channelVolumeOnlinepostpayRenewal","channelVolumeOnlineprepay","channelVolumeTelesales","channelVolumeTelesalesfixed","channelVolumeTelesalespostpayAcq","channelVolumeTelesalespostpayRenewal","channelVolumeTelesalesprepay","channelVolumeRetail","channelVolumeRetailfixed","channelVolumeRetailpostpayAcq","channelVolumeRetailpostpayRenewal","channelVolumeRetailprepay","channelVolumeIndirect","channelVolumeIndirectfixed","channelVolumeIndirectpostpayAcq","channelVolumeIndirectpostpayRenewal","channelVolumeIndirectprepay"
2,"Manchester",53.386478,-2.351433,"North","United Kingdom","2019-02-28","month",3446826,5835807,1180,3630855,990081,41505,-0.193,22,14,44,32,0.0847,0.161,0.0413,0.438,1.52,57,152585,40551,42472,19589,17694,150950,17772,17706,26540,15099,68534,16992,16810,9296,7352,147858,46698,41537,16589,18831,79595,12534,10769,11953,8470,73672,20214,8724,7897,9201,83089,11868,8364,12563,9243,138009,32806,39108,15217,18698
3,"Midlands",52.435044,-1.892271,"North","United Kingdom","2019-02-28","month",3307682,5482215,1042,3140842,925620,48818,0.0267,21,10,41,33,0.0161,0.203,-0.0742,0.0424,1.86,97.1,117341,25255,14613,22991,16027,73849,11726,19017,14261,10194,145559,44058,42913,22922,20282,114272,16285,20818,15781,14343,131092,19573,17201,16390,15179,92717,26438,20272,12929,12724,166590,26908,25515,26672,21380,72492,21371,8273,11193,9157
7,"NI Glasgow",55.860011,-4.253951,"North","United Kingdom","2019-02-28","month",2974602,3864640,1142,2633024,895056,49227,-0.181,18,11,30,36,-0.13,0.0795,-0.0895,0.374,3.7,55.9,119701,15538,16034,13414,17063,121984,38847,14274,21900,14908,157412,16274,40013,26443,17832,100452,21829,21800,18669,14100,137010,49883,26230,21744,15034,64238,21561,8155,7591,8682,135436,21183,38089,19360,17949,154605,35575,25478,16665,18406
10,"North East",54.683629,-1.21324,"North","United Kingdom","2019-02-28","month",2713764,4925708,1140,2916365,788614,33368,0.191,20,14,37,25,0.0798,0.385,-0.126,0.42,0.436,68.4,149991,47318,24674,25311,20947,154189,23391,34366,21243,16531,94001,33164,18416,16411,13982,63478,18581,18097,7946,8207,73950,14089,20094,14210,10322,94870,30919,16891,12173,13876,130702,24642,16136,24754,18745,66422,12712,9982,6748,9525
0,"North West",53.027538,-2.175821,"North","United Kingdom","2019-02-28","month",3638582,6104548,1144,2573307,852704,38690,0.0327,22,9,43,31,0.0304,0.369,-0.106,0.0643,2.82,66.1,67538,14772,11017,12827,7387,116945,38129,23358,12902,13997,130102,16321,28629,22268,13802,83626,11563,17084,10130,10355,161072,60794,47108,23960,21202,129498,14139,29108,19537,14694,98014,16026,10392,16263,10624,126570,31172,17492,22857,15475
8,"Scotland North",56.45974,-2.973105,"North","United Kingdom","2019-02-28","month",3367098,4319069,1154,3491527,771828,43176,-0.127,21,9,42,39,0.174,0.387,0.176,0.168,2.89,81.3,104254,38207,25002,16876,12550,86683,18979,10357,12503,10124,103550,31561,29463,13517,10888,63534,17105,13771,6520,8571,111417,17670,28260,18657,14949,132519,30871,13490,18749,17672,159392,17788,45144,29510,19041,125335,42348,16962,20557,14445
14,"South Coast",50.851834,-0.983612,"South","United Kingdom","2019-02-28","month",3916006,5427690,1049,2503390,1020624,44849,0.0504,22,10,45,30,-0.191,0.26,-0.129,0.0905,1.89,49,161844,48864,33472,24169,18238,136104,17679,35898,25479,18353,90609,32554,10937,9399,12628,68944,18229,17589,7788,6946,157049,59637,30824,29004,17458,85372,17052,18913,10564,11468,93770,30230,26731,13361,10392,161033,30339,32874,17481,21016
13,"South East",51.134193,0.264491,"South","United Kingdom","2019-02-28","month",3304670,4705475,1095,2613260,818229,44067,-0.167,20,9,39,16,-0.141,0.46,0.196,0.00246,2.34,79.3,136403,23628,27056,19369,13710,113310,39930,17014,16555,15348,156032,48369,24906,26822,21404,87695,11475,18386,10693,13007,109330,30892,12194,12046,12889,80945,29733,11187,8774,10739,154034,30732,39540,27870,16942,157756,38685,26157,25938,21190
11,"South Wales",51.652933,-3.021441,"South","United Kingdom","2019-02-28","month",3719009,4338451,1111,3192816,834832,40647,0.186,22,12,40,15,0.136,0.484,0.193,-0.054,3.58,80.4,87767,10826,26104,12515,12210,135716,15571,36525,22375,15890,125507,49331,15822,22561,13512,138159,49905,23417,26073,18079,121603,34169,28848,16164,13249,143783,18578,33392,16709,16009,70548,17208,11955,13189,7860,84661,22171,12324,8608,10870
12,"South West",50.371714,-4.140162,"South","United Kingdom","2019-02-28","month",2801270,4517524,1126,3975734,891634,34918,0.0713,23,9,27,32,-0.18,0.0126,-0.0393,0.296,1.78,42.3,82977,15368,13787,11313,11571,92155,18368,13778,17252,12597,155220,58475,16781,29218,23235,68993,26929,9537,6990,9178,80718,16033,22304,10362,9750,149320,16304,32224,26581,15383,153672,22060,43303,24139,21197,130904,47368,30371,25158,16367
1,"South Yorks",53.550871,-1.478309,"South","United Kingdom","2019-02-28","month",3569886,6078974,1177,3839899,805619,34216,-0.0808,19,10,43,29,0.194,0.0774,0.0248,0.39,1.82,44.5,120344,41274,20566,14365,15680,110955,43490,24324,21263,13056,86036,21085,9100,16917,8774,120004,32004,22248,12661,17927,80307,17646,9620,15455,11162,98006,13779,16740,15603,11581,161741,24957,41480,16401,20533,108313,13850,14276,16427,14442
9,"East Anglia",52.399452,0.264206,"South","United Kingdom","2019-03-31","month",2947422,4754755,1187,3520887,1005181,45982,0.176,20,12,32,23,-0.106,0.49,0.256,-0.0415,1.84,89.8,118685,40544,16799,18480,14339,101077,28983,21657,19950,12220,134769,27070,14789,16082,18835,115006,11682,25912,12781,17018,111088,22687,14592,13159,12541,88901,16696,21422,17000,10661,161315,47128,39327,29129,19622,136996,51031,40952,14028,19482
5,"East Midlands",52.522979,-1.467778,"North","United Kingdom","2019-03-31","month",3374679,6117326,1239,3765825,756926,36328,-0.19,20,13,42,26,0.103,0.284,-0.183,0.305,0.137,52.9,104079,29856,11848,15133,13835,89331,16629,18337,9699,11268,67040,17319,7215,8148,9159,123077,42578,36158,13808,17420,89687,34460,12450,9560,12662,122314,20041,35467,14843,16007,158641,54936,41724,28951,23483,77632,24691,18986,12278,8464
15,"Essex and Herts",51.963206,1.351792,"South","United Kingdom","2019-03-31","month",3202147,6136088,1049,3494860,773239,38521,-0.186,21,11,37,18,-0.168,0.392,0.208,0.194,2.55,81.5,79349,28714,10660,15517,9590,103637,17885,10839,17876,15050,109012,33146,23860,12673,16282,62805,9150,13526,10944,7381,166586,52408,22087,20749,19068,67534,8837,8450,8632,7084,63695,10135,13603,9847,6832,137825,18831,15884,20014,17175
18,"Home Counties",51.352162,-1.993762,"South","United Kingdom","2019-03-31","month",3582614,3841148,1133,3324902,990276,46151,0.19,23,12,30,35,0.167,0.446,0.126,0.434,1.24,59.8,130963,19083,32076,15803,16141,85014,33383,18786,10731,11082,164961,54473,32359,19790,21228,110716,12460,17085,15919,15670,117069,21008,12323,15160,15579,73513,7868,12370,11919,8465,143899,45290,28992,20109,19942,122566,26730,16606,20386,15937
4,"Lancs Cumbria Pennines",53.789622,-2.243294,"North","United Kingdom","2019-03-31","month",3295285,4618288,1090,3742154,972013,33763,0.182,19,11,33,23,-0.189,0.393,-0.0514,0.124,0.203,56.2,85473,17070,20155,16460,11331,113219,41490,19113,19415,15926,78994,21553,15816,11915,8641,83187,31261,13241,11695,11151,69924,14108,20644,13943,8284,114161,22013,19268,14519,16404,129219,47662,35600,24716,13682,145708,16816,28283,25560,16545
6,"London East",51.537937,0.080932,"South","United Kingdom","2019-03-31","month",2639758,4365099,1218,2644559,1031722,33953,0.181,22,10,26,21,-0.196,0.0483,-0.145,0.38,4.35,88.9,133106,31118,24563,21803,13516,131674,43332,19313,24149,17831,120973,45541,13489,12803,14070,164972,55240,31011,28258,20957,143895,47719,26848,14897,17028,122869,40918,25265,20432,13159,83977,31271,21030,12469,12532,133448,17679,18572,20970,15577
17,"London North",51.655197,-0.277485,"South","United Kingdom","2019-03-31","month",2774547,5781006,1214,3631263,797611,33677,0.176,21,10,38,23,0.087,0.376,0.0587,0.348,3.61,51,106973,39017,14018,13856,11975,107008,24072,24600,10937,12398,89204,22794,23004,16310,10554,68451,11341,11229,12213,9626,159844,37544,17312,21567,17673,101067,28231,17056,12639,13723,128840,46982,20080,13387,18955,136176,20081,40024,18967,14888
16,"London South",51.486872,-0.095581,"South","United Kingdom","2019-03-31","month",3142626,4641094,1174,3258856,873435,40993,0.161,20,10,32,33,-0.0356,0.17,-0.112,0.389,4.52,46.1,125981,28887,21144,18738,17162,102879,40595,25202,17336,10676,92044,21914,22713,12478,10002,136558,45910,31840,23622,16572,126053,31611,29977,18301,13253,131396,45279,34268,19484,17596,141177,30880,33311,22828,20172,79614,21946,21245,13530,11784
19,"London West",51.509384,-0.195825,"South","United Kingdom","2019-03-31","month",3682225,6238603,1119,3842007,820424,36777,0.17,20,9,35,21,-0.0591,0.311,0.164,0.354,1.1,64.4,73852,27170,9900,9487,7968,106125,35949,17786,15572,10706,115945,25556,12923,11907,15967,71490,26514,7705,10658,9291,118420,19041,26504,21266,14437,107644,12397,12436,21018,11296,114520,44277,33715,21330,16209,129208,49598,27164,22296,19213
2,"Manchester",53.386478,-2.351433,"North","United Kingdom","2019-03-31","month",3930075,5237353,1176,2576414,862126,41762,-0.136,22,10,35,35,0.108,0.174,0.22,0.334,4.01,88.6,147584,57376,16913,27225,17266,67504,20297,16670,9543,9036,124874,19041,23704,13872,18141,119903,28090,21516,18861,16335,165233,56747,34403,27939,21863,147296,38368,28379,15498,20786,111518,22670,23442,12988,14737,159034,20814,32596,21589,16704
3,"Midlands",52.435044,-1.892271,"North","United Kingdom","2019-03-31","month",3092859,4077007,1129,3578056,845876,42727,-0.00803,22,12,30,26,-0.0128,0.0958,0.231,0.313,1.29,68.8,68624,10750,11471,8873,10276,98186,37415,10344,16627,11955,153508,57969,29795,15627,18655,115573,18618,20279,14072,16229,67209,16056,12669,9048,9285,96356,31326,18257,15847,12632,157919,45519,36509,24347,22269,157951,17685,27783,21946,17369
7,"NI Glasgow",55.860011,-4.253951,"North","United Kingdom","2019-03-31","month",2916697,4000796,1116,3771925,839905,45722,0.086,23,13,31,17,-0.0508,0.16,0.16,-0.0368,3.59,78.1,127729,12871,26010,23838,16169,129267,20129,36382,21976,14352,79920,24847,9065,10444,8752,136092,52039,14764,16401,18487,105875,31372,19641,15880,12165,147102,32962,22492,27665,14923,101687,22125,15084,11407,12131,76241,26280,17344,14974,9919
10,"North East",54.683629,-1.21324,"North","United Kingdom","2019-03-31","month",3465775,3757639,1111,2717695,891144,35919,0.122,21,11,26,25,-0.115,0.254,0.00783,0.408,1.88,43,100576,12712,10780,13093,11141,88500,20557,16157,9704,9368,64120,24204,8041,10660,8173,106233,35933,11913,18374,14740,64704,7600,12899,12224,6747,135634,46790,22562,24568,19216,113036,32331,23066,11346,16199,111817,28622,25284,11685,12299
0,"North West",53.027538,-2.175821,"North","United Kingdom","2019-03-31","month",3879704,5918736,1161,3775984,829233,33485,-0.125,21,12,32,40,0.169,0.299,-0.0728,-0.0773,4.24,83.1,87131,32074,25085,11490,9828,102665,31520,25638,13405,11397,108328,17531,16920,21303,10950,79219,31002,21083,15407,8192,94260,30907,21859,10724,9599,68725,13864,10508,10506,9051,125224,23898,31141,15064,13696,152507,15512,20556,28413,16042
8,"Scotland North",56.45974,-2.973105,"North","United Kingdom","2019-03-31","month",3992918,4613676,1070,3743180,996827,48912,-0.0731,21,15,42,15,0.153,0.125,0.186,0.201,4.37,99.1,157022,35474,38746,25171,21123,143591,40520,31550,16402,20435,108810,39625,16715,14684,14585,97062,36255,15968,17687,12978,80613,28383,23779,11289,11287,117628,43228,33469,21207,16960,108343,10898,23530,19224,14312,99408,39337,26630,12832,10715
14,"South Coast",50.851834,-0.983612,"South","United Kingdom","2019-03-31","month",3752243,4398202,1063,3827345,855784,36740,-0.136,22,13,39,35,-0.153,0.0732,-0.0403,0.285,0.175,75,99578,16614,22180,10834,11803,149719,30211,16056,26156,16347,99363,21351,22786,15190,12547,123169,17625,12500,21293,14810,148259,51911,20351,24519,19051,102040,31721,19301,15928,13719,72248,27382,8113,13435,8947,106686,22886,23331,20618,11281
13,"South East",51.134193,0.264491,"South","United Kingdom","2019-03-31","month",3119669,4878251,1241,2563058,1031895,49355,0.0808,19,15,33,18,0.11,0.165,-0.167,-0.097,3.96,92.1,150315,33161,15343,26041,18009,133243,34713,36149,17111,13347,94807,9780,27325,12854,11531,154937,16238,28175,26195,22600,154035,55633,32227,21146,15590,120173,38412,20561,18869,13732,151395,59473,26832,18617,21080,83031,17002,15476,13734,9088
11,"South Wales",51.652933,-3.021441,"South","United Kingdom","2019-03-31","month",3788377,5544968,1220,3709024,911684,41592,-0.19,22,13,37,39,0.00148,0.185,0.125,-0.0686,3.92,59.9,133693,45093,38913,14134,18293,157696,29537,28230,29107,21175,95562,35985,19708,11566,12546,81325,23256,11122,8802,8615,104230,40645,26076,11112,12262,117344,15285,25902,18079,15367,66528,7269,13495,11570,8922,84035,17406,13735,14896,9792
12,"South West",50.371714,-4.140162,"South","United Kingdom","2019-03-31","month",3481741,5282157,1122,3473050,781365,41379,0.0388,23,11,33,32,-0.0825,0.492,-0.18,0.26,3.86,71.6,163239,55162,37872,23357,19353,119661,33536,24647,18686,12483,109595,31448,22856,14677,13156,113915,28754,19156,18116,13290,106490,18294,19253,12705,13546,89277,35698,24191,12953,11084,110754,20983,16938,12259,12461,90298,22591,23680,16106,12893
1,"South Yorks",53.550871,-1.478309,"South","United Kingdom","2019-03-31","month",3570685,4607640,1118,3092206,992869,39423,0.173,18,11,26,36,-0.151,0.0624,0.0699,0.209,4.16,85.5,123067,15811,20211,19997,15627,122926,40306,23324,12754,15551,63176,9105,17895,7458,6679,83992,9588,21403,9402,10935,89918,22414,25299,16478,13329,65564,9366,7186,11034,8986,70580,13574,13779,11319,7821,154198,24325,24895,18097,20530
9,"East Anglia",52.399452,0.264206,"South","United Kingdom","2019-04-30","month",3903671,5071291,1209,3482782,851341,46901,-0.0579,22,9,42,39,-0.0227,0.103,0.247,-0.00347,2.49,45.1,145408,50877,33994,17320,17384,74491,7878,18511,14703,11173,157172,50758,40638,28473,16187,134198,18728,28789,21487,18032,122876,35234,23694,17447,13460,99590,25026,18501,14923,14343,137263,36500,14965,23998,16351,79737,13051,15195,9488,8036
5,"East Midlands",52.522979,-1.467778,"North","United Kingdom","2019-04-30","month",3546138,3947216,1047,2709848,988053,48760,-0.00796,21,13,35,21,-0.181,0.331,0.147,0.385,0.803,48.6,135946,45126,14799,18176,17196,106080,30771,12953,16288,11811,149246,16010,33663,23066,16088,151628,58509,27779,26798,19195,97731,37055,15521,18870,12121,147802,37234,22009,17575,16309,138493,49888,22826,23933,17796,86126,27725,10298,15628,11821
15,"Essex and Herts",51.963206,1.351792,"South","United Kingdom","2019-04-30","month",3867132,4792227,1064,2554524,812265,35279,0.0491,19,11,39,34,0.119,0.481,0.139,0.141,2.25,46.3,76175,15931,10721,8370,10984,153867,54178,27960,21697,17533,105259,32796,28329,16857,12598,126850,34356,16534,12865,13902,165261,55201,40293,27051,23034,72350,24717,10899,12704,9418,120155,47675,14805,12316,17770,75882,13634,10984,12888,9111
18,"Home Counties",51.352162,-1.993762,"South","United Kingdom","2019-04-30","month",3373403,3847526,1226,2902796,967019,46862,-0.145,19,14,32,25,0.0542,0.223,0.196,0.359,4.94,43.1,121225,44215,35090,21295,14414,137210,37969,17020,19335,15866,121992,20350,16554,15938,12842,90954,17969,20740,10814,13347,165071,41943,49393,28859,17413,144963,51564,20364,26162,16281,109546,39140,14543,16770,16038,142378,45516,21612,19728,16511
4,"Lancs Cumbria Pennines",53.789622,-2.243294,"North","United Kingdom","2019-04-30","month",3430860,5962348,1166,3091952,850197,42867,-0.138,18,12,44,27,-0.0223,0.25,-0.163,0.478,4.74,75.6,137738,23477,22931,15784,19794,159928,50902,27813,21933,16892,131195,35837,36302,25049,14379,129342,50512,32566,23783,18915,164967,41214,42414,19809,23809,125733,35494,20956,13766,15692,160599,51800,28284,30676,17288,134042,24794,36553,23398,15959
6,"London East",51.537937,0.080932,"South","United Kingdom","2019-04-30","month",3617463,6246777,1107,2562945,853072,36541,-0.104,23,15,39,28,-0.0888,0.0882,0.0533,0.373,4.96,93.7,69779,16885,17698,7279,9302,121913,21374,30087,19744,16426,164845,27065,26251,32897,17826,113814,39222,32598,21129,16551,137213,51746,30532,19048,15424,85947,25504,8800,11386,10561,119551,12989,26902,12259,17662,62976,14887,13082,12595,6469
17,"London North",51.655197,-0.277485,"South","United Kingdom","2019-04-30","month",2785711,3944234,1242,3339401,802381,35630,-0.111,21,8,39,24,-0.145,0.311,0.218,0.499,3.24,92.3,130532,31883,18597,19835,19438,124260,30004,31862,13603,13020,117978,28734,27232,14043,16944,162982,58386,46809,31956,24013,134127,39888,31310,22446,13593,158554,39673,16956,21161,20014,144059,20310,18464,16942,18801,104139,13045,18950,13044,14119
16,"London South",51.486872,-0.095581,"South","United Kingdom","2019-04-30","month",3420902,4906455,1176,3844722,901081,42271,-0.191,18,13,29,39,0.12,0.356,-0.0816,0.285,1.49,61.3,94510,29689,16239,15414,13314,158058,63178,15902,19896,20107,160868,32064,39940,21007,23137,87542,21092,12010,16626,10173,163569,40919,26149,22700,17615,165184,32816,24096,18263,23873,147921,26486,24756,14849,19176,119595,37428,15915,13307,17132
19,"London West",51.509384,-0.195825,"South","United Kingdom","2019-04-30","month",3702889,5976857,1130,2523951,977627,44521,0.184,22,14,27,24,0.105,0.0146,0.195,0.18,0.579,88.9,123341,26374,15075,14341,13194,148321,43323,31769,23683,18341,108004,25020,16096,15176,12666,119424,15467,15845,16686,14207,118109,25173,22821,22890,15229,137604,47959,34875,13924,14297,84880,23428,19075,11114,9577,141139,27720,25730,25593,15523
2,"Manchester",53.386478,-2.351433,"North","United Kingdom","2019-04-30","month",3953072,4358233,1194,3141206,837147,36391,-0.178,22,15,35,29,0.11,0.0149,0.237,0.0217,2.74,61.5,157690,56245,17061,28846,16122,89653,24655,17654,11280,10947,90513,23310,21895,17902,9688,99991,12745,20649,17186,13103,143445,41778,32067,26061,14969,66770,26079,11633,12053,9941,135357,27226,31799,18510,15649,130076,17566,31546,24003,18595
3,"Midlands",52.435044,-1.892271,"North","United Kingdom","2019-04-30","month",3894277,5909381,1070,3669788,856848,48730,0.19,22,14,41,23,-0.107,0.344,0.264,-0.0172,1.65,43.4,92593,15007,27734,11983,13395,116991,22437,17591,12866,15465,136332,25842,21726,15674,16890,66489,19296,17433,8983,6856,67980,18270,19132,10338,9808,123098,16312,34944,16998,13794,154519,59479,39578,29112,17324,96745,35830,14408,16421,13875
7,"NI Glasgow",55.860011,-4.253951,"North","United Kingdom","2019-04-30","month",3260388,4040772,1130,2993895,850000,34658,0.165,19,13,30,25,0.0666,0.245,-0.144,0.482,2.1,54.7,134536,26333,37961,15136,14039,149980,40013,21903,29324,19243,158107,59214,23327,16779,19762,66563,11911,15815,11079,6716,122036,21206,33924,16180,16749,159745,19618,41278,25583,16668,132950,15814,23403,23477,17721,120153,47666,22906,14298,15291
10,"North East",54.683629,-1.21324,"North","United Kingdom","2019-04-30","month",3098746,5769112,1148,3702817,822194,49828,-0.0909,22,8,31,26,0.107,0.0785,0.232,0.322,2.29,60.7,116046,35157,30742,22352,13470,129032,35909,16375,21351,15727,122737,14910,34665,15455,15712,161986,59574,25223,18501,17236,135196,29458,25301,21969,20105,71115,28077,13720,14054,9638,90898,25622,16062,10599,11776,73285,20609,8080,11463,8551
0,"North West",53.027538,-2.175821,"North","United Kingdom","2019-04-30","month",3010617,5478032,1074,3975182,904495,40599,0.104,18,13,33,21,0.0901,0.299,0.0317,0.312,2.64,43.6,98625,32409,15813,12860,13691,62786,16723,11005,9625,7473,152331,40937,35153,26503,21873,144744,23334,41420,20472,18623,102323,40826,13882,17743,12143,94215,15533,9948,13851,11421,78005,23204,16893,9412,9534,145137,16378,29178,25441,21076
8,"Scotland North",56.45974,-2.973105,"North","United Kingdom","2019-04-30","month",2731436,4612754,1093,3787223,920328,38424,-0.131,22,13,28,31,0.00419,0.201,-0.135,0.429,4.26,96,159795,32254,28434,27150,20244,162228,23278,21529,20160,16434,78706,12094,16351,13057,9826,83019,27565,13910,10036,11959,77217,10943,11682,8070,8366,153474,41170,41680,15963,21663,165625,20722,34487,25708,19192,142520,46796,35866,15147,20850
14,"South Coast",50.851834,-0.983612,"South","United Kingdom","2019-04-30","month",2977760,4250674,1239,3224484,945511,46580,-0.0848,19,14,35,31,-0.169,0.0918,0.0207,-0.00724,3.19,69.4,124319,13728,24940,24493,18362,161527,60163,17501,23974,23995,128722,38920,28357,14276,14837,83047,32663,11692,10875,8989,140448,53076,36915,14650,16717,90623,22785,16617,13372,12154,104786,15331,13043,14776,12238,94443,33074,13526,17174,9615
13,"South East",51.134193,0.264491,"South","United Kingdom","2019-04-30","month",3374563,5541751,1139,3737173,1006920,49903,-0.0677,20,11,32,25,-0.142,0.21,0.0253,0.304,4.82,74.4,93931,27292,27306,18017,10198,103996,26184,18965,18628,14352,145905,24764,20365,26386,18225,148672,31511,36890,27928,15146,158799,59222,23298,17921,21121,94433,37639,20779,10860,10226,135103,39148,38170,23623,13904,163087,45674,34821,26465,16641
11,"South Wales",51.652933,-3.021441,"South","United Kingdom","2019-04-30","month",2672080,5556658,1245,3500149,1027513,40662,0.157,23,8,42,29,0.0116,0.354,-0.0218,0.386,3.32,86.1,146429,26951,21816,14724,18457,137598,13897,37215,18283,18926,156112,30831,38320,20856,22561,105241,31596,13302,17720,10951,164024,33769,47738,26843,18613,71733,15418,17336,12139,7331,104567,20974,13204,13405,15625,71813,14871,13983,9198,7971
12,"South West",50.371714,-4.140162,"South","United Kingdom","2019-04-30","month",2710692,4762674,1086,3197084,770572,37094,0.0433,19,14,38,15,-0.0436,0.295,0.263,0.103,4.27,43,160673,58712,22118,23105,17210,135503,20381,24620,22043,19821,144288,26819,34704,19439,19088,151075,17763,44129,16088,21120,63214,22835,6411,9304,8435,84694,22787,25218,15162,8530,95840,35638,26364,13287,12692,70738,13385,8452,11841,7575
1,"South Yorks",53.550871,-1.478309,"South","United Kingdom","2019-04-30","month",3129225,3890979,1043,3430925,878020,34184,-0.0438,22,10,33,15,-0.0129,0.484,-0.015,0.231,2.73,69,95635,37206,26360,10266,11821,106226,31125,26877,19647,15303,135352,48661,37460,18654,19366,128969,32620,29441,13488,18727,146505,31176,27258,17695,21375,164563,65819,27678,28378,18108,70680,16387,20752,8445,7229,153278,25698,40906,15975,20095
9,"East Anglia",52.399452,0.264206,"South","United Kingdom","2019-05-31","month",3833531,4731553,1176,3150837,973921,42764,-0.104,22,10,41,27,0.164,0.469,0.0235,-0.085,4.82,79.1,143253,24675,38654,26509,21104,160717,51328,20911,30089,18550,83743,24746,14199,11683,11273,124717,12534,25004,22076,16723,108824,24535,19629,16663,15477,109578,26917,32842,17708,15441,85635,14377,15639,14190,12511,125357,48114,23725,13388,15192
5,"East Midlands",52.522979,-1.467778,"North","United Kingdom","2019-05-31","month",3267303,5248628,1047,2916073,973606,49591,0.177,19,12,37,17,-0.063,0.23,0.153,0.0346,3.82,83.2,116323,35240,22722,20873,16532,67261,15547,7933,13039,7529,131178,43495,23080,19041,17076,84170,26968,16164,10314,10359,133030,35236,22630,19916,17690,65379,12681,10248,8488,8571,112134,40503,28396,13521,12970,141301,50755,35942,26524,15374
15,"Essex and Herts",51.963206,1.351792,"South","United Kingdom","2019-05-31","month",3453664,6004242,1248,3112312,764043,41320,-0.0216,19,8,39,26,0.0555,0.209,-0.164,0.171,0.774,68.6,113120,23628,31786,19400,14547,88937,21193,20059,14669,12668,66010,16407,14343,6868,7121,81984,18095,16775,15305,10668,116305,37492,23116,19635,15753,71897,20857,21056,9453,8485,93308,35248,25230,17315,12901,153440,15852,37620,19451,22275
18,"Home Counties",51.352162,-1.993762,"South","United Kingdom","2019-05-31","month",3449856,3808678,1164,3765023,804200,44054,-0.132,20,13,38,33,-0.0751,0.0586,0.056,0.129,2.62,43.5,100035,34865,18746,12103,13469,159157,20317,30077,28410,16322,103848,17193,12254,10962,13678,116084,35170,33459,22232,15819,150908,47470,35001,27560,22193,87344,23207,23313,9667,9293,84462,32880,21236,16510,10905,126175,24829,31424,20445,13772
4,"Lancs Cumbria Pennines",53.789622,-2.243294,"North","United Kingdom","2019-05-31","month",3276464,5384790,1151,2505779,820142,36475,-0.0551,19,15,41,17,0.168,0.465,-0.195,0.349,1.53,70.4,71463,23943,20719,10630,10671,74909,28211,10643,9463,8937,152672,18920,37426,24970,18041,114953,14388,15334,13751,14122,138437,50273,18153,20507,16728,158671,35976,28297,31398,21410,82868,19363,11157,9092,9640,156902,47102,16749,25360,21838
6,"London East",51.537937,0.080932,"South","United Kingdom","2019-05-31","month",3571087,4897235,1157,3183641,914273,36668,-0.161,19,14,41,40,0.0325,0.195,-0.135,0.418,0.546,60,134008,52220,15657,24160,17576,166079,29110,22763,17758,19819,62573,8750,17397,7283,7919,102449,31753,16107,12389,13868,133530,51070,26703,23177,14370,119440,46532,28429,15469,15878,153883,55537,19315,27791,19957,75396,24500,7826,11774,10698
17,"London North",51.655197,-0.277485,"South","United Kingdom","2019-05-31","month",2581562,5356911,1089,3969841,794146,33838,-0.0456,22,9,40,31,-0.172,0.369,-0.187,0.426,4.95,65,117779,46024,22089,16350,15097,121085,46046,35626,21145,14783,151153,25683,16869,27692,21571,89461,18510,9640,16992,10967,75893,8384,11330,8161,10631,104763,33399,31062,19046,10811,123274,49019,27591,14265,14719,92818,19476,21327,17834,11396
16,"London South",51.486872,-0.095581,"South","United Kingdom","2019-05-31","month",3942593,4228551,1224,2525909,967899,46816,-0.166,23,13,36,18,0.0751,0.409,-0.103,-0.0173,0.471,96.5,127698,21874,36659,15096,17239,152621,34773,34591,28255,17903,62992,13086,7255,7970,9269,126504,30340,13813,17180,15562,158642,31904,25011,24445,22981,123080,21130,21463,23649,17239,161115,25672,29972,27591,21236,138684,31952,37101,16141,14737
19,"London West",51.509384,-0.195825,"South","United Kingdom","2019-05-31","month",3358749,5793681,1239,3030618,946548,47399,0.175,18,11,27,29,0.0291,0.107,0.131,0.433,4.04,97.9,129477,47028,37520,19237,15702,107798,13737,24682,14156,11559,145944,25465,15987,17179,17933,134727,29424,33671,16091,14369,121474,40193,19777,15701,14132,129859,51794,16820,19662,14101,87845,24018,12772,15469,10309,149908,57213,44491,28402,22270
